,unique_id,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,biopsy_id,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_id,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2,avg mg/biopsy,mg/biopsy std,avg mg/cm2,mg/cm2 std,avg mg/ml,mg/ml std
10,HP16-12,HP16-20231023,230928-2,sample,liquid,,230928-2-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.292,Plate1,C12,,0.292,,,0.18311199414409696,0.007324479765763879,,,,,,,0.007619259306094951,0.007619259306094951
11,HP16-12,HP16-20231023,230928-2,sample,liquid,,230928-2-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.326,Plate1,D12,,0.326,,,0.21443232030427345,0.008577292812170938,,,,,,,0.007619259306094951,0.007619259306094951
12,HP16-13,HP16-20231023,230928-2,sample,liquid,,230928-2-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.29,Plate1,E1,,0.29,,,0.18126962201702773,0.007250784880681109,,,,,,,0.0072507848806811085,0.0072507848806811085
13,HP16-13,HP16-20231023,230928-2,sample,liquid,,230928-2-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.296,Plate1,F1,,0.296,,,0.18679673839823535,0.0074718695359294145,,,,,,,0.0072507848806811085,0.0072507848806811085
14,HP16-13,HP16-20231023,230928-2,sample,liquid,,230928-2-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.29,Plate1,G1,,0.29,,,0.18126962201702773,0.007250784880681109,,,,,,,0.0072507848806811085,0.0072507848806811085
15,HP16-13,HP16-20231023,230928-2,sample,liquid,,230928-2-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.29,Plate1,H1,,0.29,,,0.18126962201702773,0.007250784880681109,,,,,,,0.0072507848806811085,0.0072507848806811085
16,HP16-14,HP16-20231023,230928-2,sample,liquid,,230928-2-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.295,Plate1,E2,,0.295,,,0.18587555233470077,0.00743502209338803,,,,,,,0.007563988142282874,0.007563988142282874
17,HP16-14,HP16-20231023,230928-2,sample,liquid,,230928-2-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.302,Plate1,F2,,0.302,,,0.19232385477944297,0.007692954191177719,,,,,,,0.007563988142282874,0.007563988142282874
18,HP16-14,HP16-20231023,230928-2,sample,liquid,,230928-2-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.291,Plate1,G2,,0.291,,,0.18219080808056237,0.007287632323222495,,,,,,,0.007563988142282874,0.007563988142282874
19,HP16-14,HP16-20231023,230928-2,sample,liquid,,230928-2-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.302,Plate1,H2,,0.302,,,0.19232385477944297,0.007692954191177719,,,,,,,0.007563988142282874,0.007563988142282874
20,HP16-15,HP16-20231023,230928-3,sample,liquid,,230928-3-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.296,Plate1,E3,,0.296,,,0.18679673839823535,0.0074718695359294145,,,,,,,0.007324479765763881,0.007324479765763881
21,HP16-15,HP16-20231023,230928-3,sample,liquid,,230928-3-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.306,Plate1,F3,,0.306,,,0.19600859903358142,0.007840343961343256,,,,,,,0.007324479765763881,0.007324479765763881
22,HP16-15,HP16-20231023,230928-3,sample,liquid,,230928-3-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.284,Plate1,G3,,0.284,,,0.1757425056358201,0.007029700225432804,,,,,,,0.007324479765763881,0.007324479765763881
23,HP16-15,HP16-20231023,230928-3,sample,liquid,,230928-3-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.288,Plate1,H3,,0.288,,,0.17942724988995856,0.007177089995598343,,,,,,,0.007324479765763881,0.007324479765763881
24,HP16-16,HP16-20231023,230928-3,sample,liquid,,230928-3-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.325,Plate1,E4,,0.325,,,0.21351113424073886,0.008540445369629555,,,,,,,0.008558869090900246,0.008558869090900246
25,HP16-16,HP16-20231023,230928-3,sample,liquid,,230928-3-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.322,Plate1,F4,,0.322,,,0.21074757605013505,0.008429903042005402,,,,,,,0.008558869090900246,0.008558869090900246
26,HP16-16,HP16-20231023,230928-3,sample,liquid,,230928-3-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.326,Plate1,G4,,0.326,,,0.21443232030427345,0.008577292812170938,,,,,,,0.008558869090900246,0.008558869090900246
27,HP16-16,HP16-20231023,230928-3,sample,liquid,,230928-3-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.332,Plate1,H4,,0.332,,,0.21995943668548107,0.008798377467419244,,,,,,,0.008558869090900246,0.008558869090900246
28,HP16-17,HP16-20231023,230928-3,sample,liquid,,230928-3-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.306,Plate1,E5,,0.306,,,0.19600859903358142,0.007840343961343256,,,,,,,0.0077482253549897954,0.0077482253549897954
29,HP16-17,HP16-20231023,230928-3,sample,liquid,,230928-3-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.308,Plate1,F5,,0.308,,,0.1978509711606506,0.007914038846426023,,,,,,,0.0077482253549897954,0.0077482253549897954
30,HP16-17,HP16-20231023,230928-3,sample,liquid,,230928-3-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.301,Plate1,G5,,0.301,,,0.1914026687159084,0.007656106748636335,,,,,,,0.0077482253549897954,0.0077482253549897954
31,HP16-17,HP16-20231023,230928-3,sample,liquid,,230928-3-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.3,Plate1,H5,,0.3,,,0.1904814826523738,0.007619259306094952,,,,,,,0.0077482253549897954,0.0077482253549897954
32,HP16-18,HP16-20231023,230928-3,sample,liquid,,230928-3-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.29,Plate1,E6,,0.29,,,0.18126962201702773,0.007250784880681109,,,,,,,0.007490293257200106,0.007490293257200106
33,HP16-18,HP16-20231023,230928-3,sample,liquid,,230928-3-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.298,Plate1,F6,,0.298,,,0.18863911052530458,0.007545564421012183,,,,,,,0.007490293257200106,0.007490293257200106
34,HP16-18,HP16-20231023,230928-3,sample,liquid,,230928-3-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.295,Plate1,G6,,0.295,,,0.18587555233470077,0.00743502209338803,,,,,,,0.007490293257200106,0.007490293257200106
35,HP16-18,HP16-20231023,230928-3,sample,liquid,,230928-3-4,09-28-2023,4,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.324,Plate1,H6,,0.324,,,0.21258994817720422,0.008503597927088168,,,,,,,0.007490293257200106,0.007490293257200106
36,HP16-7,HP16-20231023,230928-1,sample,liquid,,230928-1-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.364,Plate1,A7,,0.364,,,0.24943739071858828,0.00997749562874353,,,,,,,0.00944320771189346,0.00944320771189346
37,HP16-7,HP16-20231023,230928-1,sample,liquid,,230928-1-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.349,Plate1,B7,,0.349,,,0.23561959976556923,0.009424783990622769,,,,,,,0.00944320771189346,0.00944320771189346
38,HP16-7,HP16-20231023,230928-1,sample,liquid,,230928-1-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.35,Plate1,C7,,0.35,,,0.23654078582910387,0.009461631433164155,,,,,,,0.00944320771189346,0.00944320771189346
39,HP16-7,HP16-20231023,230928-1,sample,liquid,,230928-1-1,09-28-2023,1,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.344,Plate1,D7,,0.344,,,0.23101366944789625,0.00924054677791585,,,,,,,0.00944320771189346,0.00944320771189346
40,HP16-8,HP16-20231023,230928-1,sample,liquid,,230928-1-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.349,Plate1,A8,,0.349,,,0.23561959976556923,0.009424783990622769,,,,,,,0.009387936548081385,0.009387936548081385
41,HP16-8,HP16-20231023,230928-1,sample,liquid,,230928-1-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.347,Plate1,B8,,0.347,,,0.23377722763850006,0.009351089105540002,,,,,,,0.009387936548081385,0.009387936548081385
42,HP16-8,HP16-20231023,230928-1,sample,liquid,,230928-1-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.347,Plate1,C8,,0.347,,,0.23377722763850006,0.009351089105540002,,,,,,,0.009387936548081385,0.009387936548081385
43,HP16-8,HP16-20231023,230928-1,sample,liquid,,230928-1-2,09-28-2023,2,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.35,Plate1,D8,,0.35,,,0.23654078582910387,0.009461631433164155,,,,,,,0.009387936548081385,0.009387936548081385
44,HP16-9,HP16-20231023,230928-1,sample,liquid,,230928-1-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.301,Plate1,A9,,0.301,,,0.1914026687159084,0.007656106748636335,,,,,,,0.00771137791244841,0.00771137791244841
45,HP16-9,HP16-20231023,230928-1,sample,liquid,,230928-1-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.315,Plate1,B9,,0.315,,,0.2042992736053928,0.008171970944215711,,,,,,,0.00771137791244841,0.00771137791244841
46,HP16-9,HP16-20231023,230928-1,sample,liquid,,230928-1-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.302,Plate1,C9,,0.302,,,0.19232385477944297,0.007692954191177719,,,,,,,0.00771137791244841,0.00771137791244841
47,HP16-9,HP16-20231023,230928-1,sample,liquid,,230928-1-3,09-28-2023,3,,200,2,50,,,,,RT,,TGFBS,,10-23-2023,0.303,Plate1,D9,,0.303,,,0.1932450408429776,0.007729801633719105,,,,,,,0.00771137791244841,0.00771137791244841
48,HP16-19,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,1,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.167,Plate1,E7,,0.167,,10.0,0.06796373620227178,0.002718549448090871,0.0005437098896181742,0.001081676456758515,0.0005584488666347278,0.0005584488666347278,0.001110998719862294,0.001110998719862294,0.002792244333173638,0.002792244333173638
49,HP16-19,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,1,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.171,Plate1,F7,,0.171,,10.0,0.07164848045641017,0.002865939218256407,0.0005731878436512814,0.0011403209829660736,0.0005584488666347278,0.0005584488666347278,0.001110998719862294,0.001110998719862294,0.002792244333173638,0.002792244333173638
50,HP16-19,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,1,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.17,Plate1,G7,,0.17,,10.0,0.07072729439287556,0.0028290917757150223,0.0005658183551430045,0.0011256598514141837,0.0005584488666347278,0.0005584488666347278,0.001110998719862294,0.001110998719862294,0.002792244333173638,0.002792244333173638
51,HP16-19,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,1,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.168,Plate1,H7,,0.168,,10.0,0.06888492226580636,0.0027553968906322544,0.0005510793781264509,0.0010963375883104045,0.0005584488666347278,0.0005584488666347278,0.001110998719862294,0.001110998719862294,0.002792244333173638,0.002792244333173638
52,HP16-20,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,2,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.168,Plate1,E8,,0.168,,10.0,0.06888492226580636,0.0027553968906322544,0.0005510793781264509,0.0010963375883104045,0.0005621336108888662,0.0005621336108888662,0.0011183292856382393,0.0011183292856382393,0.0028106680544443307,0.0028106680544443307
53,HP16-20,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,2,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.171,Plate1,F8,,0.171,,10.0,0.07164848045641017,0.002865939218256407,0.0005731878436512814,0.0011403209829660736,0.0005621336108888662,0.0005621336108888662,0.0011183292856382393,0.0011183292856382393,0.0028106680544443307,0.0028106680544443307
54,HP16-20,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,2,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.169,Plate1,G8,,0.169,,10.0,0.06980610832934098,0.002792244333173639,0.0005584488666347279,0.0011109987198622945,0.0005621336108888662,0.0005621336108888662,0.0011183292856382393,0.0011183292856382393,0.0028106680544443307,0.0028106680544443307
55,HP16-20,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,2,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.17,Plate1,H8,,0.17,,10.0,0.07072729439287556,0.0028290917757150223,0.0005658183551430045,0.0011256598514141837,0.0005621336108888662,0.0005621336108888662,0.0011183292856382393,0.0011183292856382393,0.0028106680544443307,0.0028106680544443307
56,HP16-21,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,3,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.174,Plate1,E9,,0.174,,10.0,0.07441203864701396,0.002976481545880558,0.0005952963091761117,0.0011843043776217424,0.0005916115649219733,0.0005916115649219733,0.0011769738118457976,0.0011769738118457976,0.0029580578246098657,0.0029580578246098657
57,HP16-21,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,3,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.177,Plate1,F9,,0.177,,10.0,0.07717559683761777,0.0030870238735047108,0.0006174047747009422,0.0012282877722774113,0.0005916115649219733,0.0005916115649219733,0.0011769738118457976,0.0011769738118457976,0.0029580578246098657,0.0029580578246098657
58,HP16-21,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,3,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.173,Plate1,G9,,0.173,,10.0,0.07349085258347934,0.0029396341033391736,0.0005879268206678348,0.0011696432460698524,0.0005916115649219733,0.0005916115649219733,0.0011769738118457976,0.0011769738118457976,0.0029580578246098657,0.0029580578246098657
59,HP16-21,HP16-20231023,TGFBS231012,sample,hide,,TGFBS231012,09-28-2023,3,8,200,2,50,2000,2000,1990,1990,RT,,TGFBS,PET723-100116,10-23-2023,0.171,Plate1,H9,,0.171,,10.0,0.07164848045641017,0.002865939218256407,0.0005731878436512814,0.0011403209829660736,0.0005916115649219733,0.0005916115649219733,0.0011769738118457976,0.0011769738118457976,0.0029580578246098657,0.0029580578246098657
60,HP16-23,HP16-20231023,S5,standard,liquid,,,,,,,1,20,,,,,,1,,,01-00-1900,1.16,Plate1,E10,,1.16,0.9969865167625916,,,,,,,,,,,
61,HP16-23,HP16-20231023,S5,standard,liquid,,,,,,,1,20,,,,,,1,,,01-00-1900,1.166,Plate1,F10,,1.166,0.9969865167625916,,,,,,,,,,,
62,HP16-26,HP16-20231023,S2,standard,liquid,,,,,,,1,20,,,,,,0.4,,,01-00-1900,0.521,Plate1,G10,,0.521,0.9969865167625916,,,,,,,,,,,
63,HP16-26,HP16-20231023,S2,standard,liquid,,,,,,,1,20,,,,,,0.4,,,01-00-1900,0.531,Plate1,H10,,0.531,0.9969865167625916,,,,,,,,,,,
64,HP16-24,HP16-20231023,S4,standard,liquid,,,,,,,1,20,,,,,,0.8,,,01-00-1900,0.977,Plate1,E11,,0.977,0.9969865167625916,,,,,,,,,,,
65,HP16-24,HP16-20231023,S4,standard,liquid,,,,,,,1,20,,,,,,0.8,,,01-00-1900,0.977,Plate1,F11,,0.977,0.9969865167625916,,,,,,,,,,,
66,HP16-27,HP16-20231023,S1,standard,liquid,,,,,,,1,20,,,,,,0.2,,,01-00-1900,0.323,Plate1,G11,,0.323,0.9969865167625916,,,,,,,,,,,
67,HP16-27,HP16-20231023,S1,standard,liquid,,,,,,,1,20,,,,,,0.2,,,01-00-1900,0.319,Plate1,H11,,0.319,0.9969865167625916,,,,,,,,,,,
68,HP16-25,HP16-20231023,S3,standard,liquid,,,,,,,1,20,,,,,,0.6,,,01-00-1900,0.702,Plate1,E12,,0.702,0.9969865167625916,,,,,,,,,,,
69,HP16-25,HP16-20231023,S3,standard,liquid,,,,,,,1,20,,,,,,0.6,,,01-00-1900,0.786,Plate1,F12,,0.786,0.9969865167625916,,,,,,,,,,,
70,HP16-28,HP16-20231023,S0,standard,liquid,,,,,,,1,20,,,,,,0,,,01-00-1900,0.089,Plate1,G12,,0.089,0.9969865167625916,,,,,,,,,,,
71,HP16-28,HP16-20231023,S0,standard,liquid,,,,,,,1,20,,,,,,0,,,01-00-1900,0.081,Plate1,H12,,0.081,0.9969865167625916,,,,,,,,,,,
72,HP16-1,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-1,09-28-2023,1,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.809,Plate1,A1,,0.809,0.9950706564858298,,0.6593651889914862,,,,,,,,,
73,HP16-1,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-1,09-28-2023,1,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.782,Plate1,B1,,0.782,0.9950706564858298,,0.6344931652760519,,,,,,,,,
74,HP16-1,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-1,09-28-2023,1,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.772,Plate1,C1,,0.772,0.9950706564858298,,0.6252813046407057,,,,,,,,,
75,HP16-1,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-1,09-28-2023,1,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.788,Plate1,D1,,0.788,0.9950706564858298,,0.6400202816572595,,,,,,,,,
76,HP16-2,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-2,09-28-2023,2,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.786,Plate1,A2,,0.786,0.9950706564858298,,0.6381779095301903,,,,,,,,,
77,HP16-2,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-2,09-28-2023,2,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.806,Plate1,B2,,0.806,0.9950706564858298,,0.6566016308008824,,,,,,,,,
78,HP16-2,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-2,09-28-2023,2,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.796,Plate1,C2,,0.796,0.9950706564858298,,0.6473897701655362,,,,,,,,,
79,HP16-2,HP16-20231023,Gelatin_5,control,liquid,,Gelatin-5-2,09-28-2023,2,,1000,1,20,,,,,RT,1.05,TGFBS,,10-23-2023,0.729,Plate1,D2,,0.729,0.9950706564858298,,0.5856703039087179,,,,,,,,,
80,HP16-3,HP16-20231023,Gelatin_2.5,control,liquid,,Gelatin-2.5-1,09-28-2023,1,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.446,Plate1,A3,,0.446,0.9950706564858298,,0.3249746479284257,,,,,,,,,
81,HP16-3,HP16-20231023,Gelatin_2.5,control,liquid,,Gelatin-2.5-1,09-28-2023,1,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.436,Plate1,B3,,0.436,0.9950706564858298,,0.3157627872930796,,,,,,,,,
82,HP16-3,HP16-20231023,Gelatin_2.5,control,liquid,,Gelatin-2.5-1,09-28-2023,1,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.425,Plate1,C3,,0.425,0.9950706564858298,,0.305629740594199,,,,,,,,,
83,HP16-3,HP16-20231023,Gelatin_2.5,control,liquid,,Gelatin-2.5-1,09-28-2023,1,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.417,Plate1,D3,,0.417,0.9950706564858298,,0.29826025208592216,,,,,,,,,
84,HP16-4,HP16-20231023,Gelatini_2.5,control,liquid,,Gelatin-2.5-2,09-28-2023,2,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.401,Plate1,A4,,0.401,0.9950706564858298,,0.2835212750693686,,,,,,,,,
85,HP16-4,HP16-20231023,Gelatini_2.5,control,liquid,,Gelatin-2.5-2,09-28-2023,2,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.412,Plate1,B4,,0.412,0.9950706564858298,,0.2936543217682492,,,,,,,,,
86,HP16-4,HP16-20231023,Gelatini_2.5,control,liquid,,Gelatin-2.5-2,09-28-2023,2,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.392,Plate1,C4,,0.392,0.9950706564858298,,0.27523060049755715,,,,,,,,,
87,HP16-4,HP16-20231023,Gelatini_2.5,control,liquid,,Gelatin-2.5-2,09-28-2023,2,,1000,1,20,,,,,RT,0.525,TGFBS,,10-23-2023,0.354,Plate1,D4,,0.354,0.9950706564858298,,0.24022553008324227,,,,,,,,,
88,HP16-5,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-1,09-28-2023,1,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.085,Plate1,A5,,0.085,0.9950706564858298,,-0.007573521007565587,,,,,,,,,
89,HP16-5,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-1,09-28-2023,1,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.092,Plate1,B5,,0.092,0.9950706564858298,,-0.0011252185628233685,,,,,,,,,
90,HP16-5,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-1,09-28-2023,1,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.089,Plate1,C5,,0.089,0.9950706564858298,,-0.0038887767534271783,,,,,,,,,
91,HP16-5,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-1,09-28-2023,1,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.094,Plate1,D5,,0.094,0.9950706564858298,,0.0007171535642458288,,,,,,,,,
92,HP16-6,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-2,09-28-2023,2,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.079,Plate1,A6,,0.079,0.9950706564858298,,-0.013100637388773193,,,,,,,,,
93,HP16-6,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-2,09-28-2023,2,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.088,Plate1,B6,,0.088,0.9950706564858298,,-0.004809962816961791,,,,,,,,,
94,HP16-6,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-2,09-28-2023,2,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.088,Plate1,C6,,0.088,0.9950706564858298,,-0.004809962816961791,,,,,,,,,
95,HP16-6,HP16-20231023,Gelatin_0,control,liquid,,Gelatin-0-2,09-28-2023,2,,1000,1,20,,,,,RT,0.0,TGFBS,,10-23-2023,0.092,Plate1,D6,,0.092,0.9950706564858298,,-0.0011252185628233685,,,,,,,,,
